baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44976.5;0.031369
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44957.3;0.10271
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44869.3;0.34935
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44720.4;0.384352
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44707.7;0.398571
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44603.3;0.57505
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44597;1.1609
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44509.1;1.27597
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44361;1.28814
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44266.9;1.42201
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44246.2;1.51164
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44150.5;1.75785
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44079.8;1.90835
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44066.8;1.92647
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;44035.7;2.14867
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43957.4;2.39146
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43943.5;3.2753
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43842.7;3.7279
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43791.7;3.9755
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43735.3;4.71156
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43699.7;4.74314
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43686.8;5.00152
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43645.4;5.10149
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43607.9;5.93687
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43563.1;6.96408
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43489.2;7.47001
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43481.7;8.83238
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43466.4;8.89007
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43466;9.26417
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43431;9.92372
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43403.8;10.2782
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43398.6;10.4979
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43391.6;10.5303
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43380.2;10.8593
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43356;10.8752
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43325.4;11.0618
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43286.1;12.0721
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43274.2;12.5318
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43261.7;12.8703
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43236;13.23
baseline_results/cvrp_hgs/Vrp-Set-X-n561/Vrp-Set-X-n561-hgs/0.hgs1.vrp;1234;43199.9;13.2766
